"","crdc_id","year","fips","school_name","ncessch","leaid","charter","white","black","hispanic","asian","amindian_alnative","hi_native_islander","two_or_more","total_enrollment","enrl_ap_white","enrl_ap_black","enrl_ap_hispanic","enrl_ap_asian","enrl_ap_ind_natv","enrl_ap_hinatv_islndr","enrl_ap_two_or_more","enrl_ib_white","enrl_ib_black","enrl_ib_hispanic","enrl_ib_asian","enrl_ib_ind_natv","enrl_ib_hinatv_islndr","enrl_ib_two_or_more","enrl_gt_white","enrl_gt_black","enrl_gt_hispanic","enrl_gt_asian","enrl_gt_ind_natv","enrl_gt_hi_natv_islndr","enrl_gt_two_or_more"
"296","062271011653",2015,6,"Panorama High","062271011653",622710,0,19,25,1192,52,2,10,2,1302,0,4,142,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,2,97,10,0,2,0
"297","120048000706",2015,12,"STANTON COLLEGE PREPARATORY","120048000706",1200480,0,712,226,109,388,10,5,58,1508,712,226,109,388,10,5,58,229,43,40,130,4,2,22,352,43,34,160,4,0,25
"298","062271010844",2015,6,"Harbor Teacher Preparation Academy","062271010844",622710,0,19,52,256,100,0,13,10,450,10,25,133,64,0,5,4,NA,NA,NA,NA,NA,NA,NA,10,19,127,55,0,4,4
"299","062271007759",2015,6,"Marlton","062271007759",622710,0,7,58,169,4,0,2,4,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0
"300","040064002031",2015,4,"Sequoia School for the Deaf and Hard of Hearing","040064002031",400640,1,25,4,22,4,4,2,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","060243013184",2015,6,"Hillcrest High","060243013184",602430,0,298,121,1150,175,4,7,28,1783,97,22,301,85,0,2,10,NA,NA,NA,NA,NA,NA,NA,55,10,91,28,0,2,4
"302","260100104830",2015,26,"Southeastern High School","260100104830",2601001,0,0,286,0,0,0,0,0,286,0,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","040038901737",2015,4,"Kaizen Education Foundation dba Maya High School","040038901737",400389,1,46,52,253,10,10,0,7,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","040031102151",2015,4,"E-Institute at Union Hills","040031102151",400311,1,115,7,49,0,2,0,5,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","062271003230",2015,6,"North Hollywood Senior High","062271003230",622710,0,391,115,1816,247,4,4,37,2614,202,28,418,199,2,0,19,NA,NA,NA,NA,NA,NA,NA,193,19,355,178,2,2,13
"306","062271003163",2015,6,"Manual Arts Senior High","062271003163",622710,0,31,268,1246,4,2,4,4,1559,5,34,241,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,10,127,0,0,2,0
"307","470014801186",2015,47,"Wooddale High School","470014801186",4700148,0,4,871,166,19,0,0,13,1073,2,43,7,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","062271003070",2015,6,"Harold McAlister High (Opportunity)","062271003070",622710,0,5,20,161,0,0,0,2,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,0,0,0,0
"309","040061903097",2015,4,"Alta Vista High School","040061903097",400619,1,7,7,436,4,10,0,2,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","062271003023",2015,6,"John C. Fremont Senior High","062271003023",622710,0,19,187,1786,2,4,0,4,2002,0,19,307,2,4,0,0,NA,NA,NA,NA,NA,NA,NA,2,10,196,0,4,0,0
"311","062271002998",2015,6,"Fairfax Senior High","062271002998",622710,0,160,349,1120,385,4,4,28,2050,37,46,220,157,0,0,4,NA,NA,NA,NA,NA,NA,NA,43,49,235,157,2,2,2
"312","062271002923",2015,6,"Grover Cleveland Charter High","062271002923",622710,1,547,145,1918,541,4,13,28,3196,256,37,358,277,0,2,10,NA,NA,NA,NA,NA,NA,NA,313,40,430,280,4,4,10
"313","110000800496",2015,11,"Friendship PCS Technology Preparatory Academy High","110000800496",1100008,1,0,235,2,0,0,0,0,237,0,76,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","062271002890",2015,6,"Canoga Park Senior High","062271002890",622710,0,82,61,1210,58,7,2,13,1433,16,7,178,16,2,2,4,NA,NA,NA,NA,NA,NA,NA,13,4,148,7,0,0,0
"315","320006000683",2015,32,"Desert Willow Secondary","320006000683",3200060,0,16,2,10,0,2,0,2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0
"316","062271003029",2015,6,"Robert Fulton College Preparatory","062271003029",622710,0,40,58,1564,91,7,7,4,1771,4,4,145,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,4,181,13,0,2,0
"317","062271002970",2015,6,"Eagle Rock High","062271002970",622710,0,256,37,1354,682,13,4,28,2374,73,7,394,253,4,2,4,19,4,43,52,0,2,2,121,16,382,307,2,2,16
"318","062223011418",2015,6,"Ronald E. McNair High","062223011418",622230,0,97,181,580,733,7,31,19,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,10,67,148,2,4,2
"319","040015701728",2015,4,"Sequoia Choice School Arizona Distance Learning School","040015701728",400157,1,409,16,82,16,43,7,13,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","063531010990",2015,6,"Segerstrom High","063531010990",635310,0,37,13,2182,181,0,2,19,2434,22,2,886,139,0,0,10,NA,NA,NA,NA,NA,NA,NA,16,2,406,106,0,0,7
"321","370192000764",2015,37,"Gateway Education Center","370192000764",3701920,0,43,61,13,7,0,0,4,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","290002203076",2015,29,"DALE M THOMPSON/TRAILS WEST S","290002203076",2900022,0,10,25,2,2,0,2,2,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","040973401517",2015,4,"Adobe Mountain School","040973401517",409734,0,70,46,106,0,19,0,0,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","470014801093",2015,47,"Kingsbury High School","470014801093",4700148,0,142,412,583,28,2,4,28,1199,10,13,34,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","291640000840",2015,29,"CENTRAL ACADEMY OF EXCELLENCE","291640000840",2916400,0,16,544,16,4,2,2,4,588,2,37,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,19,4,0,0,0,0
"326","403024001607",2015,40,"EAST CENTRAL HS","403024001607",4030240,0,142,235,538,55,49,7,58,1084,49,70,145,31,13,4,19,NA,NA,NA,NA,NA,NA,NA,19,25,61,10,4,0,13
"327","482364013076",2015,48,"MIDDLE COLLEGE H S AT HCC GULFTON","482364013076",4823640,0,10,43,118,2,2,0,2,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","470318001299",2015,47,"Glencliff High School","470318001299",4703180,0,331,364,679,79,0,0,7,1460,52,46,85,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","060797005777",2015,6,"Central High East Campus","060797005777",607970,0,733,412,2248,649,31,13,67,4153,127,31,235,169,2,7,10,NA,NA,NA,NA,NA,NA,NA,103,16,124,61,2,2,13
"330","480001607239",2015,48,"DALLAS CAN ACADEMY CHARTER","480001607239",4800016,1,682,427,655,4,19,2,2,1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","069103110651",2015,6,"Venture Academy","069103110651",691031,1,364,112,955,67,13,13,94,1618,16,2,82,7,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","320000100742",2015,32,"Coral Academy of Science Las Vegas","320000100742",3200001,1,673,88,247,394,16,25,166,1609,52,4,19,34,0,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","470014802129",2015,47,"Memphis Health Careers Academy","470014802129",4700148,0,0,76,0,0,0,0,0,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","040880001448",2015,4,"Santa Rita High School","040880001448",408800,0,205,52,217,10,7,4,31,526,46,7,31,2,0,2,7,NA,NA,NA,NA,NA,NA,NA,19,4,13,2,0,0,4
"335","292928002009",2015,29,"SUMNER HIGH","292928002009",2929280,0,2,346,0,0,0,0,0,348,2,19,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","040775002591",2015,4,"eSchool","040775002591",407750,0,31,2,7,2,0,0,4,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","470014802179",2015,47,"Memphis Academy of Health Sciences High School","470014802179",4700148,1,2,394,5,0,0,0,0,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","480020911822",2015,48,"YES PREP - GULFTON","480020911822",4800209,1,16,40,904,25,4,0,4,993,7,22,364,10,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","480012508249",2015,48,"SOUTHWEST H S","480012508249",4800125,1,2,7,259,0,0,0,0,268,0,0,46,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","480016312903",2015,48,"ISCHOOL HIGH AT UNIVERSITY PARK","480016312903",4800163,1,109,34,115,19,0,0,10,287,2,4,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","110003000085",2015,11,"Anacostia HS","110003000085",1100030,0,2,598,2,0,0,0,2,604,0,55,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","062271003064",2015,6,"Alexander Hamilton Senior High","062271003064",622710,0,442,820,1432,112,7,13,58,2884,205,106,325,52,4,4,7,NA,NA,NA,NA,NA,NA,NA,190,142,346,46,4,4,7
"343","484668005315",2015,48,"EASTWOOD H S","484668005315",4846680,0,139,37,2068,10,4,4,0,2262,40,7,580,4,4,2,0,NA,NA,NA,NA,NA,NA,NA,19,4,202,4,0,0,0
"344","120144007458",2015,12,"ORLANDO SCIENCE MIDDLE HIGH CHARTER","120144007458",1201440,1,154,127,109,151,7,4,19,571,49,40,31,37,4,2,7,NA,NA,NA,NA,NA,NA,NA,52,19,25,67,4,0,4
"345","063441011252",2015,6,"Jordan (June) School for Equity","063441011252",634410,0,10,46,154,31,2,7,4,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,13,4,0,0,0
"346","481527001064",2015,48,"KING H S","481527001064",4815270,0,328,97,1279,70,7,4,19,1804,106,7,253,49,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","480003012175",2015,48,"UPLIFT SUMMIT INTERNATIONAL H S","480003012175",4800030,1,28,109,223,34,0,0,10,404,25,100,208,34,0,0,10,28,109,220,34,0,0,10,NA,NA,NA,NA,NA,NA,NA
"348","320006000011",2015,32,"Bonanza High School","320006000011",3200060,0,532,235,1099,91,13,25,109,2104,91,16,136,28,4,4,16,NA,NA,NA,NA,NA,NA,NA,13,0,19,0,0,0,2
"349","470318001342",2015,47,"McGavock High","470318001342",4703180,0,1027,892,358,61,4,2,19,2363,97,28,31,13,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","040042602528",2015,4,"Arizona Agribusiness & Equine Center  Inc. - Red Mountain","040042602528",400426,1,130,4,19,0,2,2,0,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","260106208462",2015,26,"Detroit Public Safety Academy","260106208462",2601062,1,0,247,2,0,0,0,0,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","062271003171",2015,6,"John Marshall Senior High","062271003171",622710,0,322,37,1387,553,7,10,28,2344,148,13,349,313,4,2,16,NA,NA,NA,NA,NA,NA,NA,151,10,346,307,2,2,7
"353","480023109030",2015,48,"FORT WORTH ACADEMY OF FINE ARTS","480023109030",4800231,1,217,37,73,7,2,0,16,352,115,25,37,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,25,7,7,2,0,0,2
"354","040817001438",2015,4,"Desert View High School","040817001438",408170,0,136,91,1768,16,85,4,10,2110,19,19,421,7,10,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0
"355","063315013103",2015,6,"Riverside STEM Academy","063315013103",633150,0,241,34,157,106,2,7,31,578,43,4,25,10,0,0,7,NA,NA,NA,NA,NA,NA,NA,97,7,43,28,2,4,13
"356","180001801789",2015,18,"Christel House Academy South","180001801789",1800018,1,196,100,292,0,2,0,10,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","180012202538",2015,18,"Christel House DORS South","180012202538",1800122,1,31,64,58,49,0,0,0,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","180012502536",2015,18,"Carpe Diem - Meridian Campus","180012502536",1800125,1,43,130,7,2,0,0,7,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","180016002588",2015,18,"Marion Academy","180016002588",1800160,1,4,46,4,0,0,0,4,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","480870021493",2015,48,"BOWIE H S","480870021493",4808700,0,331,1123,1051,481,10,13,49,3058,91,280,238,223,2,2,7,7,31,40,55,0,0,2,37,49,67,112,4,0,4
"361","481623001204",2015,48,"A MACEO SMITH NEW TECH H S","481623001204",4816230,0,13,115,298,4,0,2,4,436,10,55,145,4,0,2,4,NA,NA,NA,NA,NA,NA,NA,5,25,82,0,0,0,0
"362","480001609410",2015,48,"AUSTIN CAN ACADEMY","480001609410",4800016,1,835,235,817,13,8,2,5,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","110003000055",2015,11,"Woodson, H.D. HS","110003000055",1100030,0,0,658,4,0,0,2,4,668,0,181,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","180363000562",2015,18,"South Side High School","180363000562",1803630,0,190,352,307,61,4,2,79,995,2,4,4,2,0,0,2,19,13,16,4,2,0,7,28,10,7,4,2,0,10
"365","483294011973",2015,48,"JOHNSON H S","483294011973",4832940,0,1276,148,1228,211,10,10,118,3001,556,43,457,109,4,2,49,NA,NA,NA,NA,NA,NA,NA,127,7,37,19,0,0,16
"366","370014302924",2015,37,"Charlotte Secondary","370014302924",3700143,1,193,193,52,4,0,0,31,473,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","483294003655",2015,48,"ROOSEVELT H S","483294003655",4832940,0,427,508,1795,91,4,10,94,2929,166,91,379,28,4,4,34,NA,NA,NA,NA,NA,NA,NA,52,7,55,10,2,0,4
"368","480020713288",2015,48,"PREMIER H S OF EAST EL PASO","480020713288",4800207,1,0,0,49,0,0,0,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","062271007766",2015,6,"Ernest P. Willenberg Special Education Center","062271007766",622710,0,25,28,88,16,4,4,2,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0
"370","480870009374",2015,48,"SEGUIN H S","480870009374",4808700,0,262,598,553,202,10,7,34,1666,79,154,148,112,2,4,13,NA,NA,NA,NA,NA,NA,NA,40,40,52,58,2,2,4
"371","062805011920",2015,6,"Coliseum College Prep Academy","062805011920",628050,0,0,58,412,7,0,4,2,483,0,13,127,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,4,40,0,0,0,0
"372","484110008831",2015,48,"WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES","484110008831",4841100,0,205,28,694,76,0,0,13,1016,37,7,139,13,0,0,4,52,7,142,19,0,0,2,55,2,112,19,0,0,7
"373","530771001226",2015,53,"Nova High School","530771001226",5307710,0,235,10,37,19,4,0,37,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0,0
"374","181272002021",2015,18,"North Central High School","181272002021",1812720,0,1279,1486,490,151,2,2,223,3633,754,253,67,55,0,0,85,37,10,2,7,0,0,2,292,58,13,13,0,0,25
"375","484110004696",2015,48,"SPRING WOODS H S","484110004696",4841100,0,196,133,1822,55,2,0,7,2215,100,31,418,31,0,0,4,NA,NA,NA,NA,NA,NA,NA,16,2,61,10,0,0,0
"376","482364002611",2015,48,"WHEATLEY H S","482364002611",4823640,0,0,406,352,2,0,2,4,766,0,82,43,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,13,7,0,0,0,0
"377","062271003151",2015,6,"Los Angeles Senior High","062271003151",622710,0,19,178,1075,91,7,2,4,1376,2,7,163,37,2,0,4,NA,NA,NA,NA,NA,NA,NA,2,10,121,19,0,0,0
"378","482679011365",2015,48,"EARLY COLLEGE H S","482679011365",4826790,0,4,0,421,7,0,0,0,432,0,0,142,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,136,4,0,0,0
"379","484668005337",2015,48,"RIVERSIDE H S","484668005337",4846680,0,16,2,865,0,4,0,0,887,4,0,298,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,97,0,0,0,0
"380","480011812310",2015,48,"HOUSTON GATEWAY ACADEMY - CORAL CAMPUS","480011812310",4800118,1,4,10,751,0,0,0,2,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","062271012898",2015,6,"Rancho Dominguez Preparatory","062271012898",622710,0,22,235,607,67,4,28,13,976,2,25,115,19,0,4,4,NA,NA,NA,NA,NA,NA,NA,0,10,82,19,0,4,2
"382","110003000084",2015,11,"Ballou HS","110003000084",1100030,0,0,907,22,0,0,2,4,935,0,88,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","180002302257",2015,18,"Indiana School For The Blind","180002302257",1800023,0,97,31,10,4,0,0,7,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","370297002852",2015,37,"Olympic High - Renaissance School","370297002852",3702970,0,148,256,157,40,2,2,22,627,31,25,13,7,0,0,2,NA,NA,NA,NA,NA,NA,NA,34,5,4,7,0,0,4
"385","483510005796",2015,48,"PLANO EAST SR H S","483510005796",4835100,0,910,364,796,802,10,5,82,2969,472,127,187,574,4,2,28,55,13,13,127,0,0,7,211,34,73,346,4,0,22
"386","470014802150",2015,47,"Douglass High School","470014802150",4700148,0,4,415,37,4,0,0,4,464,2,16,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","062805012049",2015,6,"Oakland International High","062805012049",628050,0,25,16,241,76,0,2,16,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","062271012438",2015,6,"Felicitas and Gonzalo Mendez High","062271012438",622710,0,7,10,880,4,4,0,10,915,0,4,109,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,2,2,97,0,0,0,0
"389","040004100718",2015,4,"Gateway Early College High School","040004100718",400041,1,13,19,217,2,4,4,2,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","120087000999",2015,12,"PLANT HIGH SCHOOL","120087000999",1200870,0,1591,178,457,73,4,2,82,2387,1027,52,229,58,0,0,40,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0
"391","040031102919",2015,4,"E-Institute at Metro","040031102919",400311,1,13,7,79,2,7,2,2,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","040010399997",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","040010399997",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","040010399997",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","040010399997",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","040010399997",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","040010399997",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","040010399997",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","040010399997",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","040081102950",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","040081102950",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","040081102950",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","040081102950",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","040081102950",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","040081102950",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","040081102950",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","040081102950",2015,4,"Ombudsman - Charter Valencia","040081102950",400811,1,25,7,250,0,40,0,0,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","180882001464",2015,18,"Perry Meridian High School","180882001464",1808820,0,1399,175,241,397,10,0,97,2319,328,16,37,64,2,0,22,NA,NA,NA,NA,NA,NA,NA,154,4,10,13,2,0,7
"409","482364012211",2015,48,"HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER","482364012211",4823640,0,34,202,2419,2,2,2,7,2668,13,22,586,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,2,4,187,0,0,0,0
"410","480020912959",2015,48,"YES PREP NORTH FOREST","480020912959",4800209,1,7,205,592,4,4,0,4,816,2,73,193,4,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","370297002894",2015,37,"Olympic High-Leadership and Development","370297002894",3702970,0,40,229,133,22,2,2,16,444,2,31,10,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,5,4,4,0,0,0,2
"412","400077302385",2015,40,"HARDING FINE ARTS ACADEMY","400077302385",4000773,1,166,85,64,10,16,0,25,366,58,19,16,4,4,0,10,NA,NA,NA,NA,NA,NA,NA,55,16,10,0,2,0,2
"413","062271003088",2015,6,"Hollywood Senior High","062271003088",622710,0,178,163,1030,85,2,4,13,1475,61,55,358,43,0,0,4,NA,NA,NA,NA,NA,NA,NA,34,22,235,31,0,2,4
"414","370297002886",2015,37,"Olympic High-Math Eng Tech Science","370297002886",3702970,0,214,211,118,55,2,0,25,625,55,40,19,19,0,0,7,NA,NA,NA,NA,NA,NA,NA,70,16,7,22,0,0,4
"415","482247009122",2015,48,"FENLEY TRANSITIONAL H S","482247009122",4822470,0,4,0,13,0,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","150003000273",2015,15,"Education Laboratory - A Hawaii New Century PCS","150003000273",1500030,1,73,10,13,235,2,88,28,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,0,2,0
"417","480870005643",2015,48,"MARTIN H S","480870005643",4808700,0,1861,502,622,250,16,4,100,3355,589,76,151,148,4,0,28,NA,NA,NA,NA,NA,NA,NA,364,19,64,73,2,0,10
"418","483318013139",2015,48,"V R EATON H S","483318013139",4833180,0,634,100,196,22,7,2,25,986,142,16,25,10,2,0,4,NA,NA,NA,NA,NA,NA,NA,61,2,10,4,4,0,2
"419","470014801080",2015,47,"Hamilton High School","470014801080",4700148,0,2,631,4,0,2,2,7,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
